,EOPS participant,,326
,Not an EOPS/CARE participant,,"3,647"
Compton Total,,,"8,527"
,EOPS and CARE participant,,75
,EOPS participant,,534
,Not an EOPS/CARE participant,,"7,918"
Contra Costa Total,,,"10,995"
,EOPS and CARE participant,,33
,EOPS participant,,858
,Not an EOPS/CARE participant,,"10,104"
Copper Mountain College Total,,,"2,623"
,EOPS and CARE participant,,29
,EOPS participant,,211
,Not an EOPS/CARE participant,,"2,383"
Cosumnes River Total,,,"20,591"
,EOPS and CARE participant,,39
,EOPS participant,,717
,Not an EOPS/CARE participant,,"19,835"
Crafton Hills Total,,,"9,053"
,EOPS and CARE participant,,30
,EOPS participant,,463
,Not an EOPS/CARE participant,,"8,560"
Cuesta Total,,,"17,490"
,EOPS and CARE participant,,47
,EOPS participant,,300
,Not an EOPS/CARE participant,,"17,143"
Cuyamaca Total,,,"13,078"
,EOPS and CARE participant,,36
,EOPS participant,,"1,014"
,Not an EOPS/CARE participant,,"12,028"
Cypress Total,,,"20,925"
,EOPS and CARE participant,,49
,EOPS participant,,"1,080"
,Not an EOPS/CARE participant,,"19,796"
Deanza Total,,,"27,097"
,EOPS and CARE participant,,9
,EOPS participant,,716
,Not an EOPS/CARE participant,,"26,372"
Desert Total,,,"17,087"
,EOPS and CARE participant,,49
,EOPS participant,,459
,Not an EOPS/CARE participant,,"16,579"
Diablo Valley Total,,,"28,093"
,EOPS and CARE participant,,38
,EOPS participant,,742
,Not an EOPS/CARE participant,,"27,313"
East LA Total,,,"58,546"
,EOPS and CARE participant,,82
,EOPS participant,,"2,228"
,Not an EOPS/CARE participant,,"56,236"
El Camino Total,,,"33,439"
,EOPS and CARE participant,,156
,EOPS participant,,"1,746"
,Not an EOPS/CARE participant,,"31,537"
Evergreen Valley Total,,,"14,881"
,EOPS and CARE participant,,30
,EOPS participant,,664
,Not an EOPS/CARE participant,,"14,187"
Feather River Total,,,"2,673"
,EOPS and CARE participant,,6
,EOPS participant,,102
,Not an EOPS/CARE participant,,"2,565"
Folsom Lake Total,,,"12,843"
,EOPS and CARE participant,,39
,EOPS participant,,338
,Not an EOPS/CARE participant,,"12,466"
Foothill Total,,,"30,259"
,EOPS and CARE participant,,9
,EOPS participant,,366
,Not an EOPS/CARE participant,,"29,884"
Fresno City Total,,,"38,442"
,EOPS and CARE participant,,126
,EOPS participant,,"2,140"
,Not an EOPS/CARE participant,,"36,176"
Fullerton Total,,,"30,681"
,EOPS and CARE participant,,64
,EOPS participant,,"1,469"
,Not an EOPS/CARE participant,,"29,148"
Gavilan Total,,,"9,516"
,EOPS and CARE participant,,54
,EOPS participant,,425
,Not an EOPS/CARE participant,,"9,037"
Glendale Total,,,"23,968"
,EOPS and CARE participant,,28
,EOPS participant,,"2,090"
,Not an EOPS/CARE participant,,"21,850"
Golden West Total,,,"19,169"
,EOPS and CARE participant,,17
,EOPS participant,,820
,Not an EOPS/CARE participant,,"18,332"
Grossmont Total,,,"23,243"
,EOPS and CARE participant,,63
,EOPS participant,,996
,Not an EOPS/CARE participant,,"22,184"
Hartnell Total,,,"17,997"
,EOPS and CARE participant,,43
,EOPS participant,,755
,Not an EOPS/CARE participant,,"17,199"
Imperial Total,,,"11,472"
,EOPS and CARE participant,,187
,EOPS participant,,"1,449"
,Not an EOPS/CARE participant,,"9,836"
Irvine Total,,,"21,859"
,EOPS and CARE participant,,16
,EOPS participant,,766
,Not an EOPS/CARE participant,,"21,077"
LA City Total,,,"29,684"
,EOPS and CARE participant,,54
,EOPS participant,,"2,327"
,Not an EOPS/CARE participant,,"27,303"
LA Harbor Total,,,"12,811"
,EOPS and CARE participant,,57
,EOPS participant,,800
,Not an EOPS/CARE participant,,"11,954"
LA Mission Total,,,"17,046"
,EOPS and CARE participant,,32
,EOPS participant,,763
,Not an EOPS/CARE participant,,"16,251"
LA Pierce Total,,,"29,242"
,EOPS and CARE participant,,29
,EOPS participant,,"1,218"
,Not an EOPS/CARE participant,,"27,995"
LA Swest Total,,,"12,442"
,EOPS and CARE participant,,42
,EOPS participant,,484
,Not an EOPS/CARE participant,,"11,916"
LA Trade Total,,,"22,900"
,EOPS and CARE participant,,153
,EOPS participant,,"1,720"
,Not an EOPS/CARE participant,,"21,027"
LA Valley Total,,,"26,923"
,EOPS and CARE participant,,40
,EOPS participant,,"1,133"
,Not an EOPS/CARE participant,,"25,750"
Lake Tahoe Total,,,"6,908"
,EOPS and CARE participant,,7
,EOPS participant,,145
,Not an EOPS/CARE participant,,"6,756"
Laney Total,,,"17,755"
,EOPS and CARE participant,,65
,EOPS participant,,853
,Not an EOPS/CARE participant,,"16,837"
Las Positas Total,,,"12,046"
,EOPS and CARE participant,,17
,EOPS participant,,359
,Not an EOPS/CARE participant,,"11,670"
Lassen Total,,,"3,939"
,EOPS and CARE participant,,11
,EOPS participant,,216
,Not an EOPS/CARE participant,,"3,712"
Lemoore College Total,,,"6,719"
,EOPS and CARE participant,,48
,EOPS participant,,420
,Not an EOPS/CARE participant,,"6,251"
Long Beach Total,,,"36,392"
,EOPS and CARE participant,,88
,EOPS participant,,"1,740"
,Not an EOPS/CARE participant,,"34,564"
Los Medanos Total,,,"13,130"
,EOPS and CARE participant,,36
,EOPS participant,,714
,Not an EOPS/CARE participant,,"12,380"
Marin Total,,,"9,185"
,EOPS and CARE participant,,27
,EOPS participant,,315
,Not an EOPS/CARE participant,,"8,843"
Mendocino Total,,,"6,658"
,EOPS and CARE participant,,30
,EOPS participant,,560
,Not an EOPS/CARE participant,,"6,068"
Merced Total,,,"16,496"
,EOPS and CARE participant,,96
,EOPS participant,,"1,130"
,Not an EOPS/CARE participant,,"15,270"
Merritt Total,,,"11,930"
,EOPS and CARE participant,,29
,EOPS participant,,450
,Not an EOPS/CARE participant,,"11,451"
MiraCosta Total,,,"21,139"
,EOPS and CARE participant,,42
,EOPS participant,,651
,Not an EOPS/CARE participant,,"20,446"
Mission Total,,,"12,965"
,EOPS and CARE participant,,8
,EOPS participant,,406
,Not an EOPS/CARE participant,,"12,551"
Modesto Total,,,"25,708"
,EOPS and CARE participant,,99
,EOPS participant,,"1,389"
,Not an EOPS/CARE participant,,"24,220"
Monterey Total,,,"11,952"
,EOPS and CARE participant,,23
,EOPS participant,,814
,Not an EOPS/CARE participant,,"11,115"
Moorpark Total,,,"20,210"
,EOPS and CARE participant,,29
,EOPS participant,,499
,Not an EOPS/CARE participant,,"19,682"
Moreno Valley Total,,,"15,861"
,EOPS and CARE participant,,41
,EOPS participant,,664
,Not an EOPS/CARE participant,,"15,156"
Mt San Antonio Total,,,"68,131"
,EOPS and CARE participant,,93
,EOPS participant,,"1,405"
,Not an EOPS/CARE participant,,"66,633"
Mt. San Jacinto Total,,,"23,224"
,EOPS and CARE participant,,62
,EOPS participant,,465
,Not an EOPS/CARE participant,,"22,697"
Napa Total,,,"7,932"
,EOPS and CARE participant,,18
,EOPS participant,,288
,Not an EOPS/CARE participant,,"7,626"
Norco Total,,,"16,695"
,EOPS and CARE participant,,26
,EOPS participant,,400
,Not an EOPS/CARE participant,,"16,269"
North Orange Continuing Education Total,,,"17,305"
,Not an EOPS/CARE participant,,"17,305"
Ohlone Total,,,"17,732"
,EOPS and CARE participant,,8
,EOPS participant,,291
,Not an EOPS/CARE participant,,"17,433"
Orange Coast Total,,,"26,914"
,EOPS and CARE participant,,35
,EOPS participant,,"1,238"
,Not an EOPS/CARE participant,,"25,641"
Oxnard Total,,,"10,745"
,EOPS and CARE participant,,74
,EOPS participant,,881
,Not an EOPS/CARE participant,,"9,790"
Palo Verde Total,,,"6,493"
,EOPS and CARE participant,,15
,EOPS participant,,806
,Not an EOPS/CARE participant,,"5,672"
Palomar Total,,,"35,484"
,EOPS and CARE participant,,38
,EOPS participant,,859
,Not an EOPS/CARE participant,,"34,587"
Pasadena Total,,,"40,324"
,EOPS and CARE participant,,30
,EOPS participant,,"1,045"
,Not an EOPS/CARE participant,,"39,249"
Porterville Total,,,"5,916"
,EOPS and CARE participant,,63
,EOPS participant,,757
,Not an EOPS/CARE participant,,"5,096"
Redwoods Total,,,"6,787"
,EOPS and CARE participant,,53
,EOPS participant,,673
,Not an EOPS/CARE participant,,"6,061"
Reedley College Total,,,"19,144"
,EOPS and CARE participant,,69
,EOPS participant,,"1,056"
,Not an EOPS/CARE participant,,"18,019"
Rio Hondo Total,,,"28,741"
,EOPS and CARE participant,,84
,EOPS participant,,"1,602"
,Not an EOPS/CARE participant,,"27,055"
Riverside Total,,,"30,904"
,EOPS and CARE participant,,80
,EOPS participant,,"1,139"
,Not an EOPS/CARE participant,,"29,685"
Sacramento City Total,,,"30,192"
,EOPS and CARE participant,,82
,EOPS participant,,"1,121"
,Not an EOPS/CARE participant,,"28,989"
Saddleback Total,,,"41,010"
,EOPS and CARE participant,,17
,EOPS participant,,533
,Not an EOPS/CARE participant,,"40,460"
San Bernardino Total,,,"19,613"
,EOPS and CARE participant,,49
,EOPS participant,,765
,Not an EOPS/CARE participant,,"18,799"
San Diego City Total,,,"21,555"
,EOPS and CARE participant,,39
,EOPS participant,,"1,028"
,Not an EOPS/CARE participant,,"20,488"
San Diego College of Continuing Ed Total,,,"26,850"
,Not an EOPS/CARE participant,,"26,850"
San Diego Mesa Total,,,"31,317"
,EOPS and CARE participant,,17
,EOPS participant,,778
,Not an EOPS/CARE participant,,"30,522"
San Diego Miramar Total,,,"21,587"
,EOPS and CARE participant,,18
,EOPS participant,,565
,Not an EOPS/CARE participant,,"21,004"
San Francisco Total,,,"35,645"
,EOPS and CARE participant,,27
,EOPS participant,,"1,241"
,Not an EOPS/CARE participant,,"34,377"
San Francisco Ctrs Total,,,"19,828"
,Not an EOPS/CARE participant,,"19,828"
San Joaquin Delta Total,,,"26,213"
,EOPS and CARE participant,,76
,EOPS participant,,"1,139"
,Not an EOPS/CARE participant,,"24,998"
San Jose City Total,,,"14,346"
,EOPS and CARE participant,,13
,EOPS participant,,839
,Not an EOPS/CARE participant,,"13,494"
San Mateo Total,,,"12,466"
,EOPS and CARE participant,,6
,EOPS participant,,478
,Not an EOPS/CARE participant,,"11,982"
Santa Ana Total,,,"52,602"
,EOPS and CARE participant,,37
,EOPS participant,,"1,542"
,Not an EOPS/CARE participant,,"51,023"
Santa Barbara Total,,,"21,252"
,EOPS and CARE participant,,25
,EOPS participant,,"1,222"
,Not an EOPS/CARE participant,,"20,005"
Santa Monica Total,,,"41,884"
,EOPS and CARE participant,,13
,EOPS participant,,864
,Not an EOPS/CARE participant,,"41,007"
Santa Rosa Total,,,"34,266"
,EOPS and CARE participant,,20
,EOPS participant,,801
,Not an EOPS/CARE participant,,"33,445"
Santiago Canyon Total,,,"24,111"
,EOPS and CARE participant,,10
,EOPS participant,,359
,Not an EOPS/CARE participant,,"23,742"
Sequoias Total,,,"17,145"
,EOPS and CARE participant,,67
,EOPS participant,,"1,185"
,Not an EOPS/CARE participant,,"15,893"
Shasta Total,,,"13,163"
,EOPS and CARE participant,,58
,EOPS participant,,945
,Not an EOPS/CARE participant,,"12,160"
Sierra Total,,,"25,745"
,EOPS and CARE participant,,60
,EOPS participant,,834
,Not an EOPS/CARE participant,,"24,851"
Siskiyous Total,,,"4,851"
,EOPS and CARE participant,,5
,EOPS participant,,213
,Not an EOPS/CARE participant,,"4,633"
Skyline Total,,,"14,547"
,EOPS and CARE participant,,15
,EOPS participant,,311
,Not an EOPS/CARE participant,,"14,221"
Solano Total,,,"13,376"
,EOPS and CARE participant,,22
,EOPS participant,,251
,Not an EOPS/CARE participant,,"13,103"
Southwestern Total,,,"28,976"
,EOPS and CARE participant,,70
,EOPS participant,,"2,186"
,Not an EOPS/CARE participant,,"26,720"
Taft Total,,,"8,456"
,EOPS and CARE participant,,17
,EOPS participant,,349
,Not an EOPS/CARE participant,,"8,090"
Ventura Total,,,"18,257"
,EOPS and CARE participant,,22
,EOPS participant,,598
,Not an EOPS/CARE participant,,"17,637"
Victor Valley Total,,,"17,594"
,EOPS and CARE participant,,76
,EOPS participant,,"1,632"
,Not an EOPS/CARE participant,,"15,886"
West LA Total,,,"21,872"
,EOPS and CARE participant,,47
,EOPS participant,,774
,Not an EOPS/CARE participant,,"21,051"
West Valley Total,,,"13,980"
,EOPS and CARE participant,,5
,EOPS participant,,373
,Not an EOPS/CARE participant,,"13,602"
Woodland Total,,,"6,425"
,EOPS and CARE participant,,27
,EOPS participant,,428
,Not an EOPS/CARE participant,,"5,970"
Yuba Total,,,"8,588"
,EOPS and CARE participant,,50
,EOPS participant,,779
,Not an EOPS/CARE participant,,"7,759"
