Cuyamaca Total,,,"13,206"
,EOPS and CARE participant,,53
,EOPS participant,,"1,214"
,Not an EOPS/CARE participant,,"11,939"
Cypress Total,,,"21,445"
,EOPS and CARE participant,,53
,EOPS participant,,973
,Not an EOPS/CARE participant,,"20,419"
Deanza Total,,,"28,384"
,EOPS and CARE participant,,4
,EOPS participant,,749
,Not an EOPS/CARE participant,,"27,631"
Desert Total,,,"16,308"
,EOPS and CARE participant,,80
,EOPS participant,,420
,Not an EOPS/CARE participant,,"15,808"
Diablo Valley Total,,,"28,806"
,EOPS and CARE participant,,44
,EOPS participant,,782
,Not an EOPS/CARE participant,,"27,980"
East LA Total,,,"60,444"
,EOPS and CARE participant,,85
,EOPS participant,,"2,149"
,Not an EOPS/CARE participant,,"58,210"
El Camino Total,,,"34,678"
,EOPS and CARE participant,,152
,EOPS participant,,"1,746"
,Not an EOPS/CARE participant,,"32,780"
Evergreen Valley Total,,,"14,634"
,EOPS and CARE participant,,21
,EOPS participant,,761
,Not an EOPS/CARE participant,,"13,852"
Feather River Total,,,"3,379"
,EOPS and CARE participant,,6
,EOPS participant,,105
,Not an EOPS/CARE participant,,"3,268"
Folsom Lake Total,,,"12,370"
,EOPS and CARE participant,,35
,EOPS participant,,333
,Not an EOPS/CARE participant,,"12,002"
Foothill Total,,,"30,167"
,EOPS and CARE participant,,8
,EOPS participant,,410
,Not an EOPS/CARE participant,,"29,749"
Fresno City Total,,,"38,294"
,EOPS and CARE participant,,153
,EOPS participant,,"2,065"
,Not an EOPS/CARE participant,,"36,076"
Fullerton Total,,,"30,998"
,EOPS and CARE participant,,76
,EOPS participant,,"1,534"
,Not an EOPS/CARE participant,,"29,388"
Gavilan Total,,,"10,193"
,EOPS and CARE participant,,82
,EOPS participant,,429
,Not an EOPS/CARE participant,,"9,682"
Glendale Total,,,"25,201"
,EOPS and CARE participant,,35
,EOPS participant,,"2,024"
,Not an EOPS/CARE participant,,"23,142"
Golden West Total,,,"17,742"
,EOPS and CARE participant,,18
,EOPS participant,,879
,Not an EOPS/CARE participant,,"16,845"
Grossmont Total,,,"24,509"
,EOPS and CARE participant,,96
,EOPS participant,,990
,Not an EOPS/CARE participant,,"23,423"
Hartnell Total,,,"18,682"
,EOPS and CARE participant,,46
,EOPS participant,,669
,Not an EOPS/CARE participant,,"17,967"
Imperial Total,,,"11,142"
,EOPS and CARE participant,,184
,EOPS participant,,"1,261"
,Not an EOPS/CARE participant,,"9,697"
Irvine Total,,,"22,020"
,EOPS and CARE participant,,18
,EOPS participant,,792
,Not an EOPS/CARE participant,,"21,210"
LA City Total,,,"28,701"
,EOPS and CARE participant,,76
,EOPS participant,,"2,383"
,Not an EOPS/CARE participant,,"26,242"
LA Harbor Total,,,"12,229"
,EOPS and CARE participant,,60
,EOPS participant,,772
,Not an EOPS/CARE participant,,"11,397"
LA ITV Total,,,726
,Not an EOPS/CARE participant,,726
LA Mission Total,,,"16,535"
,EOPS and CARE participant,,35
,EOPS participant,,701
,Not an EOPS/CARE participant,,"15,799"
LA Pierce Total,,,"28,959"
,EOPS and CARE participant,,23
,EOPS participant,,"1,145"
,Not an EOPS/CARE participant,,"27,791"
LA Swest Total,,,"11,988"
,EOPS and CARE participant,,38
,EOPS participant,,576
,Not an EOPS/CARE participant,,"11,374"
LA Trade Total,,,"23,200"
,EOPS and CARE participant,,154
,EOPS participant,,"1,802"
,Not an EOPS/CARE participant,,"21,244"
LA Valley Total,,,"27,111"
,EOPS and CARE participant,,38
,EOPS participant,,"1,105"
,Not an EOPS/CARE participant,,"25,968"
Lake Tahoe Total,,,"7,429"
,EOPS and CARE participant,,8
,EOPS participant,,143
,Not an EOPS/CARE participant,,"7,278"
Laney Total,,,"17,761"
,EOPS and CARE participant,,79
,EOPS participant,,893
,Not an EOPS/CARE participant,,"16,789"
Las Positas Total,,,"12,502"
,EOPS and CARE participant,,15
,EOPS participant,,344
,Not an EOPS/CARE participant,,"12,143"
Lassen Total,,,"4,468"
,EOPS and CARE participant,,7
,EOPS participant,,184
,Not an EOPS/CARE participant,,"4,277"
Lemoore College Total,,,"6,930"
,EOPS and CARE participant,,43
,EOPS participant,,332
,Not an EOPS/CARE participant,,"6,555"
Long Beach Total,,,"35,496"
,EOPS and CARE participant,,104
,EOPS participant,,"1,572"
,Not an EOPS/CARE participant,,"33,820"
Los Medanos Total,,,"13,577"
,EOPS and CARE participant,,45
,EOPS participant,,789
,Not an EOPS/CARE participant,,"12,743"
Marin Total,,,"9,749"
,EOPS and CARE participant,,22
,EOPS participant,,315
,Not an EOPS/CARE participant,,"9,412"
Mendocino Total,,,"6,716"
,EOPS and CARE participant,,21
,EOPS participant,,515
,Not an EOPS/CARE participant,,"6,180"
Merced Total,,,"16,893"
,EOPS and CARE participant,,120
,EOPS participant,,"1,136"
,Not an EOPS/CARE participant,,"15,637"
Merritt Total,,,"12,705"
,EOPS and CARE participant,,37
,EOPS participant,,519
,Not an EOPS/CARE participant,,"12,149"
MiraCosta Total,,,"22,304"
,EOPS and CARE participant,,43
,EOPS participant,,690
,Not an EOPS/CARE participant,,"21,571"
Mission Total,,,"14,083"
,EOPS and CARE participant,,18
,EOPS participant,,406
,Not an EOPS/CARE participant,,"13,659"
Modesto Total,,,"25,474"
,EOPS and CARE participant,,85
,EOPS participant,,"1,311"
,Not an EOPS/CARE participant,,"24,078"
Monterey Total,,,"12,729"
,EOPS and CARE participant,,48
,EOPS participant,,752
,Not an EOPS/CARE participant,,"11,929"
Moorpark Total,,,"19,899"
,EOPS and CARE participant,,27
,EOPS participant,,475
,Not an EOPS/CARE participant,,"19,397"
Moreno Valley Total,,,"15,342"
,EOPS and CARE participant,,46
,EOPS participant,,581
,Not an EOPS/CARE participant,,"14,715"
Mt San Antonio Total,,,"66,742"
,EOPS and CARE participant,,89
,EOPS participant,,"1,304"
,Not an EOPS/CARE participant,,"65,349"
Mt. San Jacinto Total,,,"23,604"
,EOPS and CARE participant,,67
,EOPS participant,,454
,Not an EOPS/CARE participant,,"23,083"
Napa Total,,,"8,184"
,EOPS and CARE participant,,13
,EOPS participant,,294
,Not an EOPS/CARE participant,,"7,877"
Norco Total,,,"15,354"
,EOPS and CARE participant,,24
,EOPS participant,,400
,Not an EOPS/CARE participant,,"14,930"
North Orange Continuing Education Total,,,"21,312"
,Not an EOPS/CARE participant,,"21,312"
Ohlone Total,,,"15,738"
,EOPS and CARE participant,,12
,EOPS participant,,262
,Not an EOPS/CARE participant,,"15,464"
Orange Coast Total,,,"27,952"
,EOPS and CARE participant,,45
,EOPS participant,,"1,442"
,Not an EOPS/CARE participant,,"26,465"
Oxnard Total,,,"10,577"
,EOPS and CARE participant,,79
,EOPS participant,,837
,Not an EOPS/CARE participant,,"9,661"
Palo Verde Total,,,"6,033"
,EOPS and CARE participant,,14
,EOPS participant,,770
,Not an EOPS/CARE participant,,"5,249"
Palomar Total,,,"36,367"
,EOPS and CARE participant,,44
,EOPS participant,,859
,Not an EOPS/CARE participant,,"35,464"
Pasadena Total,,,"40,742"
,EOPS and CARE participant,,37
,EOPS participant,,"1,083"
,Not an EOPS/CARE participant,,"39,622"
Porterville Total,,,"5,530"
,EOPS and CARE participant,,62
,EOPS participant,,732
,Not an EOPS/CARE participant,,"4,736"
Redwoods Total,,,"7,265"
,EOPS and CARE participant,,57
,EOPS participant,,777
,Not an EOPS/CARE participant,,"6,431"
Reedley College Total,,,"18,320"
,EOPS and CARE participant,,57
,EOPS participant,,"1,076"
,Not an EOPS/CARE participant,,"17,187"
Rio Hondo Total,,,"31,573"
,EOPS and CARE participant,,95
,EOPS participant,,"1,635"
,Not an EOPS/CARE participant,,"29,843"
Riverside Total,,,"30,593"
,EOPS and CARE participant,,71
,EOPS participant,,"1,037"
,Not an EOPS/CARE participant,,"29,485"
Sacramento City Total,,,"30,866"
,EOPS and CARE participant,,76
,EOPS participant,,"1,222"
,Not an EOPS/CARE participant,,"29,568"
Saddleback Total,,,"39,929"
,EOPS and CARE participant,,17
,EOPS participant,,500
,Not an EOPS/CARE participant,,"39,412"
San Bernardino Total,,,"19,351"
,EOPS and CARE participant,,40
,EOPS participant,,866
,Not an EOPS/CARE participant,,"18,445"
San Diego City Total,,,"22,880"
,EOPS and CARE participant,,71
,EOPS participant,,"1,609"
,Not an EOPS/CARE participant,,"21,200"
San Diego College of Continuing Ed Total,,,"32,088"
,Not an EOPS/CARE participant,,"32,088"
San Diego Mesa Total,,,"33,056"
,EOPS and CARE participant,,20
,EOPS participant,,700
,Not an EOPS/CARE participant,,"32,336"
San Diego Miramar Total,,,"25,031"
,EOPS and CARE participant,,15
,EOPS participant,,627
,Not an EOPS/CARE participant,,"24,389"
San Francisco Total,,,"40,076"
,EOPS and CARE participant,,43
,EOPS participant,,"1,222"
,Not an EOPS/CARE participant,,"38,811"
San Francisco Ctrs Total,,,"25,853"
,Not an EOPS/CARE participant,,"25,853"
San Joaquin Delta Total,,,"23,913"
,EOPS and CARE participant,,73
,EOPS participant,,"1,013"
,Not an EOPS/CARE participant,,"22,827"
San Jose City Total,,,"14,941"
,EOPS and CARE participant,,23
,EOPS participant,,875
,Not an EOPS/CARE participant,,"14,043"
San Mateo Total,,,"13,537"
,EOPS and CARE participant,,8
,EOPS participant,,411
,Not an EOPS/CARE participant,,"13,118"
Santa Ana Total,,,"59,725"
,EOPS and CARE participant,,43
,EOPS participant,,"1,626"
,Not an EOPS/CARE participant,,"58,056"
Santa Barbara Total,,,"22,881"
,EOPS and CARE participant,,39
,EOPS participant,,"1,188"
,Not an EOPS/CARE participant,,"21,654"
Santa Monica Total,,,"43,106"
,EOPS and CARE participant,,29
,EOPS participant,,943
,Not an EOPS/CARE participant,,"42,134"
Santa Rosa Total,,,"36,632"
,EOPS and CARE participant,,19
,EOPS participant,,740
,Not an EOPS/CARE participant,,"35,873"
Santiago Canyon Total,,,"26,590"
,EOPS and CARE participant,,9
,EOPS participant,,384
,Not an EOPS/CARE participant,,"26,197"
Sequoias Total,,,"16,733"
,EOPS and CARE participant,,89
,EOPS participant,,"1,132"
,Not an EOPS/CARE participant,,"15,512"
Shasta Total,,,"13,484"
,EOPS and CARE participant,,54
,EOPS participant,,885
,Not an EOPS/CARE participant,,"12,545"
Sierra Total,,,"26,054"
,EOPS and CARE participant,,71
,EOPS participant,,803
,Not an EOPS/CARE participant,,"25,180"
Siskiyous Total,,,"5,381"
,EOPS and CARE participant,,9
,EOPS participant,,218
,Not an EOPS/CARE participant,,"5,154"
Skyline Total,,,"14,551"
,EOPS and CARE participant,,13
,EOPS participant,,376
,Not an EOPS/CARE participant,,"14,162"
Solano Total,,,"13,657"
,EOPS and CARE participant,,30
,EOPS participant,,208
,Not an EOPS/CARE participant,,"13,419"
Southwestern Total,,,"28,113"
,EOPS and CARE participant,,81
,EOPS participant,,"2,141"
,Not an EOPS/CARE participant,,"25,891"
Taft Total,,,"9,067"
,EOPS and CARE participant,,21
,EOPS participant,,323
,Not an EOPS/CARE participant,,"8,723"
Ventura Total,,,"18,984"
,EOPS and CARE participant,,24
,EOPS participant,,725
,Not an EOPS/CARE participant,,"18,235"
Victor Valley Total,,,"16,808"
,EOPS and CARE participant,,85
,EOPS participant,,"1,613"
,Not an EOPS/CARE participant,,"15,110"
West LA Total,,,"20,680"
,EOPS and CARE participant,,36
,EOPS participant,,639
,Not an EOPS/CARE participant,,"20,005"
West Valley Total,,,"14,165"
,EOPS and CARE participant,,5
,EOPS participant,,374
,Not an EOPS/CARE participant,,"13,786"
Woodland Total,,,"6,335"
,EOPS and CARE participant,,36
,EOPS participant,,491
,Not an EOPS/CARE participant,,"5,808"
Yuba Total,,,"8,889"
,EOPS and CARE participant,,60
,EOPS participant,,767
,Not an EOPS/CARE participant,,"8,062"
