,Not an EOPS/CARE participant,,"15,947"
Cuyamaca Total,,,"14,239"
,EOPS and CARE participant,,53
,EOPS participant,,975
,Not an EOPS/CARE participant,,"13,211"
Cypress Total,,,"21,236"
,EOPS and CARE participant,,57
,EOPS participant,,800
,Not an EOPS/CARE participant,,"20,379"
Deanza Total,,,"31,419"
,EOPS and CARE participant,,8
,EOPS participant,,877
,Not an EOPS/CARE participant,,"30,534"
Desert Total,,,"16,069"
,EOPS and CARE participant,,65
,EOPS participant,,426
,Not an EOPS/CARE participant,,"15,578"
Diablo Valley Total,,,"28,916"
,EOPS and CARE participant,,45
,EOPS participant,,813
,Not an EOPS/CARE participant,,"28,058"
East LA Total,,,"62,670"
,EOPS and CARE participant,,111
,EOPS participant,,"1,770"
,Not an EOPS/CARE participant,,"60,789"
El Camino Total,,,"33,519"
,EOPS and CARE participant,,133
,EOPS participant,,"1,687"
,Not an EOPS/CARE participant,,"31,699"
Evergreen Valley Total,,,"14,028"
,EOPS and CARE participant,,32
,EOPS participant,,673
,Not an EOPS/CARE participant,,"13,323"
Feather River Total,,,"2,680"
,EOPS and CARE participant,,7
,EOPS participant,,125
,Not an EOPS/CARE participant,,"2,548"
Folsom Lake Total,,,"12,130"
,EOPS and CARE participant,,35
,EOPS participant,,274
,Not an EOPS/CARE participant,,"11,821"
Foothill Total,,,"31,906"
,EOPS and CARE participant,,13
,EOPS participant,,426
,Not an EOPS/CARE participant,,"31,467"
Fresno City Total,,,"35,372"
,EOPS and CARE participant,,121
,EOPS participant,,"1,844"
,Not an EOPS/CARE participant,,"33,407"
Fullerton Total,,,"33,663"
,EOPS and CARE participant,,94
,EOPS participant,,"1,505"
,Not an EOPS/CARE participant,,"32,064"
Gavilan Total,,,"9,212"
,EOPS and CARE participant,,56
,EOPS participant,,445
,Not an EOPS/CARE participant,,"8,711"
Glendale Total,,,"27,875"
,EOPS and CARE participant,,22
,EOPS participant,,"2,095"
,Not an EOPS/CARE participant,,"25,758"
Golden West Total,,,"17,526"
,EOPS and CARE participant,,29
,EOPS participant,,903
,Not an EOPS/CARE participant,,"16,594"
Grossmont Total,,,"25,434"
,EOPS and CARE participant,,103
,EOPS participant,,"1,083"
,Not an EOPS/CARE participant,,"24,248"
Hartnell Total,,,"17,158"
,EOPS and CARE participant,,63
,EOPS participant,,619
,Not an EOPS/CARE participant,,"16,476"
Imperial Total,,,"10,765"
,EOPS and CARE participant,,155
,EOPS participant,,"1,276"
,Not an EOPS/CARE participant,,"9,334"
Irvine Total,,,"23,302"
,EOPS and CARE participant,,25
,EOPS participant,,746
,Not an EOPS/CARE participant,,"22,531"
LA City Total,,,"30,911"
,EOPS and CARE participant,,90
,EOPS participant,,"2,481"
,Not an EOPS/CARE participant,,"28,340"
LA Harbor Total,,,"13,153"
,EOPS and CARE participant,,54
,EOPS participant,,762
,Not an EOPS/CARE participant,,"12,337"
LA ITV Total,,,"1,352"
,Not an EOPS/CARE participant,,"1,352"
LA Mission Total,,,"16,313"
,EOPS and CARE participant,,47
,EOPS participant,,741
,Not an EOPS/CARE participant,,"15,525"
LA Pierce Total,,,"31,090"
,EOPS and CARE participant,,35
,EOPS participant,,"1,273"
,Not an EOPS/CARE participant,,"29,782"
LA Swest Total,,,"12,864"
,EOPS and CARE participant,,20
,EOPS participant,,615
,Not an EOPS/CARE participant,,"12,229"
LA Trade Total,,,"25,025"
,EOPS and CARE participant,,190
,EOPS participant,,"2,341"
,Not an EOPS/CARE participant,,"22,494"
LA Valley Total,,,"27,706"
,EOPS and CARE participant,,53
,EOPS participant,,"1,246"
,Not an EOPS/CARE participant,,"26,407"
Lake Tahoe Total,,,"5,518"
,EOPS and CARE participant,,10
,EOPS participant,,158
,Not an EOPS/CARE participant,,"5,350"
Laney Total,,,"17,922"
,EOPS and CARE participant,,120
,EOPS participant,,816
,Not an EOPS/CARE participant,,"16,986"
Las Positas Total,,,"12,864"
,EOPS and CARE participant,,8
,EOPS participant,,251
,Not an EOPS/CARE participant,,"12,605"
Lassen Total,,,"3,810"
,EOPS and CARE participant,,19
,EOPS participant,,182
,Not an EOPS/CARE participant,,"3,609"
Lemoore College Total,,,"6,127"
,EOPS and CARE participant,,26
,EOPS participant,,274
,Not an EOPS/CARE participant,,"5,827"
Long Beach Total,,,"35,485"
,EOPS and CARE participant,,95
,EOPS participant,,"1,464"
,Not an EOPS/CARE participant,,"33,926"
Los Medanos Total,,,"12,800"
,EOPS and CARE participant,,70
,EOPS participant,,676
,Not an EOPS/CARE participant,,"12,054"
Marin Total,,,"9,639"
,EOPS and CARE participant,,27
,EOPS participant,,327
,Not an EOPS/CARE participant,,"9,285"
Mendocino Total,,,"6,901"
,EOPS and CARE participant,,15
,EOPS participant,,467
,Not an EOPS/CARE participant,,"6,419"
Merced Total,,,"15,533"
,EOPS and CARE participant,,117
,EOPS participant,,"1,138"
,Not an EOPS/CARE participant,,"14,278"
Merritt Total,,,"10,978"
,EOPS and CARE participant,,45
,EOPS participant,,504
,Not an EOPS/CARE participant,,"10,429"
MiraCosta Total,,,"23,700"
,EOPS and CARE participant,,52
,EOPS participant,,677
,Not an EOPS/CARE participant,,"22,971"
Mission Total,,,"15,255"
,EOPS and CARE participant,,27
,EOPS participant,,505
,Not an EOPS/CARE participant,,"14,723"
Modesto Total,,,"24,614"
,EOPS and CARE participant,,78
,EOPS participant,,"1,279"
,Not an EOPS/CARE participant,,"23,257"
Monterey Total,,,"15,099"
,EOPS and CARE participant,,88
,EOPS participant,,708
,Not an EOPS/CARE participant,,"14,303"
Moorpark Total,,,"19,416"
,EOPS and CARE participant,,27
,EOPS participant,,461
,Not an EOPS/CARE participant,,"18,928"
Moreno Valley Total,,,"14,381"
,EOPS and CARE participant,,30
,EOPS participant,,447
,Not an EOPS/CARE participant,,"13,904"
Mt San Antonio Total,,,"62,556"
,EOPS and CARE participant,,72
,EOPS participant,,"1,015"
,Not an EOPS/CARE participant,,"61,469"
Mt. San Jacinto Total,,,"23,017"
,EOPS and CARE participant,,74
,EOPS participant,,465
,Not an EOPS/CARE participant,,"22,478"
Napa Total,,,"9,113"
,EOPS and CARE participant,,18
,EOPS participant,,325
,Not an EOPS/CARE participant,,"8,770"
Norco Total,,,"14,027"
,EOPS and CARE participant,,23
,EOPS participant,,378
,Not an EOPS/CARE participant,,"13,626"
North Orange Continuing Education Total,,,"23,393"
,Not an EOPS/CARE participant,,"23,393"
Ohlone Total,,,"17,152"
,EOPS and CARE participant,,15
,EOPS participant,,243
,Not an EOPS/CARE participant,,"16,894"
Orange Coast Total,,,"28,772"
,EOPS and CARE participant,,61
,EOPS participant,,"1,526"
,Not an EOPS/CARE participant,,"27,185"
Oxnard Total,,,"10,729"
,EOPS and CARE participant,,106
,EOPS participant,,920
,Not an EOPS/CARE participant,,"9,703"
Palo Verde Total,,,"6,319"
,EOPS and CARE participant,,27
,EOPS participant,,486
,Not an EOPS/CARE participant,,"5,806"
Palomar Total,,,"37,058"
,EOPS and CARE participant,,37
,EOPS participant,,"1,018"
,Not an EOPS/CARE participant,,"36,003"
Pasadena Total,,,"43,779"
,EOPS and CARE participant,,34
,EOPS participant,,910
,Not an EOPS/CARE participant,,"42,835"
Porterville Total,,,"5,503"
,EOPS and CARE participant,,67
,EOPS participant,,733
,Not an EOPS/CARE participant,,"4,703"
Redwoods Total,,,"7,826"
,EOPS and CARE participant,,45
,EOPS participant,,743
,Not an EOPS/CARE participant,,"7,038"
Reedley College Total,,,"15,636"
,EOPS and CARE participant,,45
,EOPS participant,,998
,Not an EOPS/CARE participant,,"14,593"
Rio Hondo Total,,,"28,996"
,EOPS and CARE participant,,107
,EOPS participant,,"1,415"
,Not an EOPS/CARE participant,,"27,474"
Riverside Total,,,"29,310"
,EOPS and CARE participant,,52
,EOPS participant,,939
,Not an EOPS/CARE participant,,"28,319"
Sacramento City Total,,,"31,685"
,EOPS and CARE participant,,55
,EOPS participant,,"1,133"
,Not an EOPS/CARE participant,,"30,497"
Saddleback Total,,,"39,307"
,EOPS and CARE participant,,25
,EOPS participant,,506
,Not an EOPS/CARE participant,,"38,776"
San Bernardino Total,,,"17,824"
,EOPS and CARE participant,,35
,EOPS participant,,860
,Not an EOPS/CARE participant,,"16,929"
San Diego City Total,,,"25,286"
,EOPS and CARE participant,,58
,EOPS participant,,"1,232"
,Not an EOPS/CARE participant,,"23,996"
San Diego College of Continuing Ed Total,,,"33,741"
,Not an EOPS/CARE participant,,"33,741"
San Diego Mesa Total,,,"34,232"
,EOPS and CARE participant,,18
,EOPS participant,,737
,Not an EOPS/CARE participant,,"33,477"
San Diego Miramar Total,,,"23,704"
,EOPS and CARE participant,,20
,EOPS participant,,569
,Not an EOPS/CARE participant,,"23,115"
San Francisco Total,,,"33,940"
,EOPS and CARE participant,,62
,EOPS participant,,"1,090"
,Not an EOPS/CARE participant,,"32,788"
San Francisco Ctrs Total,,,"28,132"
,Not an EOPS/CARE participant,,"28,132"
San Joaquin Delta Total,,,"24,054"
,EOPS and CARE participant,,97
,EOPS participant,,917
,Not an EOPS/CARE participant,,"23,040"
San Jose City Total,,,"12,183"
,EOPS and CARE participant,,34
,EOPS participant,,787
,Not an EOPS/CARE participant,,"11,362"
San Mateo Total,,,"13,948"
,EOPS and CARE participant,,7
,EOPS participant,,404
,Not an EOPS/CARE participant,,"13,537"
Santa Ana Total,,,"59,787"
,EOPS and CARE participant,,35
,EOPS participant,,"1,473"
,Not an EOPS/CARE participant,,"58,279"
Santa Barbara Total,,,"25,238"
,EOPS and CARE participant,,52
,EOPS participant,,"1,114"
,Not an EOPS/CARE participant,,"24,072"
Santa Monica Total,,,"45,362"
,EOPS and CARE participant,,28
,EOPS participant,,"1,155"
,Not an EOPS/CARE participant,,"44,179"
Santa Rosa Total,,,"37,970"
,EOPS and CARE participant,,30
,EOPS participant,,726
,Not an EOPS/CARE participant,,"37,214"
Santiago Canyon Total,,,"28,431"
,EOPS and CARE participant,,15
,EOPS participant,,399
,Not an EOPS/CARE participant,,"28,017"
Sequoias Total,,,"16,437"
,EOPS and CARE participant,,120
,EOPS participant,,"1,070"
,Not an EOPS/CARE participant,,"15,247"
Shasta Total,,,"13,994"
,EOPS and CARE participant,,46
,EOPS participant,,807
,Not an EOPS/CARE participant,,"13,141"
Sierra Total,,,"24,627"
,EOPS and CARE participant,,70
,EOPS participant,,711
,Not an EOPS/CARE participant,,"23,846"
Siskiyous Total,,,"6,421"
,EOPS and CARE participant,,10
,EOPS participant,,260
,Not an EOPS/CARE participant,,"6,151"
Skyline Total,,,"15,218"
,EOPS and CARE participant,,23
,EOPS participant,,360
,Not an EOPS/CARE participant,,"14,835"
Solano Total,,,"13,968"
,EOPS and CARE participant,,23
,EOPS participant,,270
,Not an EOPS/CARE participant,,"13,675"
Southwestern Total,,,"26,913"
,EOPS and CARE participant,,96
,EOPS participant,,"2,218"
,Not an EOPS/CARE participant,,"24,599"
Taft Total,,,"9,565"
,EOPS and CARE participant,,18
,EOPS participant,,297
,Not an EOPS/CARE participant,,"9,250"
Ventura Total,,,"18,986"
,EOPS and CARE participant,,33
,EOPS participant,,703
,Not an EOPS/CARE participant,,"18,250"
Victor Valley Total,,,"16,154"
,EOPS and CARE participant,,56
,EOPS participant,,"1,274"
,Not an EOPS/CARE participant,,"14,824"
West LA Total,,,"17,850"
,EOPS and CARE participant,,44
,EOPS participant,,673
,Not an EOPS/CARE participant,,"17,133"
West Valley Total,,,"15,879"
,EOPS and CARE participant,,10
,EOPS participant,,370
,Not an EOPS/CARE participant,,"15,499"
Woodland Total,,,"6,342"
,EOPS and CARE participant,,34
,EOPS participant,,463
,Not an EOPS/CARE participant,,"5,845"
Yuba Total,,,"9,505"
,EOPS and CARE participant,,51
,EOPS participant,,752
,Not an EOPS/CARE participant,,"8,702"
