,Not an EOPS/CARE participant,,"16,813"
Columbia Total,,,"3,946"
,EOPS and CARE participant,,11
,EOPS participant,,201
,Not an EOPS/CARE participant,,"3,734"
Compton Total,,,"12,264"
,EOPS and CARE participant,,172
,EOPS participant,,768
,Not an EOPS/CARE participant,,"11,324"
Contra Costa Total,,,"10,234"
,EOPS and CARE participant,,51
,EOPS participant,,622
,Not an EOPS/CARE participant,,"9,561"
Copper Mountain College Total,,,"2,597"
,EOPS and CARE participant,,34
,EOPS participant,,140
,Not an EOPS/CARE participant,,"2,423"
Cosumnes River Total,,,"19,790"
,EOPS and CARE participant,,61
,EOPS participant,,616
,Not an EOPS/CARE participant,,"19,113"
Crafton Hills Total,,,"7,917"
,EOPS and CARE participant,,48
,EOPS participant,,422
,Not an EOPS/CARE participant,,"7,447"
Cuesta Total,,,"14,608"
,EOPS and CARE participant,,44
,EOPS participant,,253
,Not an EOPS/CARE participant,,"14,311"
Cuyamaca Total,,,"13,106"
,EOPS and CARE participant,,59
,EOPS participant,,883
,Not an EOPS/CARE participant,,"12,164"
Cypress Total,,,"20,661"
,EOPS and CARE participant,,53
,EOPS participant,,588
,Not an EOPS/CARE participant,,"20,020"
Deanza Total,,,"33,748"
,EOPS and CARE participant,,10
,EOPS participant,,769
,Not an EOPS/CARE participant,,"32,969"
Desert Total,,,"14,186"
,EOPS and CARE participant,,54
,EOPS participant,,320
,Not an EOPS/CARE participant,,"13,812"
Diablo Valley Total,,,"29,128"
,EOPS and CARE participant,,36
,EOPS participant,,636
,Not an EOPS/CARE participant,,"28,456"
East LA Total,,,"55,312"
,EOPS and CARE participant,,84
,EOPS participant,,"1,531"
,Not an EOPS/CARE participant,,"53,697"
El Camino Total,,,"33,086"
,EOPS and CARE participant,,156
,EOPS participant,,"1,184"
,Not an EOPS/CARE participant,,"31,746"
Evergreen Valley Total,,,"13,725"
,EOPS and CARE participant,,29
,EOPS participant,,468
,Not an EOPS/CARE participant,,"13,228"
Feather River Total,,,"3,100"
,EOPS and CARE participant,,10
,EOPS participant,,142
,Not an EOPS/CARE participant,,"2,948"
Folsom Lake Total,,,"10,945"
,EOPS and CARE participant,,41
,EOPS participant,,181
,Not an EOPS/CARE participant,,"10,723"
Foothill Total,,,"28,355"
,EOPS and CARE participant,,20
,EOPS participant,,402
,Not an EOPS/CARE participant,,"27,933"
Fresno City Total,,,"33,244"
,EOPS and CARE participant,,125
,EOPS participant,,"1,457"
,Not an EOPS/CARE participant,,"31,662"
Fullerton Total,,,"33,471"
,EOPS and CARE participant,,117
,EOPS participant,,"1,177"
,Not an EOPS/CARE participant,,"32,177"
Gavilan Total,,,"9,703"
,EOPS and CARE participant,,79
,EOPS participant,,345
,Not an EOPS/CARE participant,,"9,279"
Glendale Total,,,"27,669"
,EOPS and CARE participant,,29
,EOPS participant,,"1,952"
,Not an EOPS/CARE participant,,"25,688"
Golden West Total,,,"17,202"
,EOPS and CARE participant,,48
,EOPS participant,,878
,Not an EOPS/CARE participant,,"16,276"
Grossmont Total,,,"24,847"
,EOPS and CARE participant,,108
,EOPS participant,,810
,Not an EOPS/CARE participant,,"23,929"
Hartnell Total,,,"16,142"
,EOPS and CARE participant,,74
,EOPS participant,,571
,Not an EOPS/CARE participant,,"15,497"
Imperial Total,,,"10,178"
,EOPS and CARE participant,,152
,EOPS participant,,952
,Not an EOPS/CARE participant,,"9,074"
Irvine Total,,,"20,501"
,EOPS and CARE participant,,30
,EOPS participant,,554
,Not an EOPS/CARE participant,,"19,917"
LA City Total,,,"31,519"
,EOPS and CARE participant,,69
,EOPS participant,,"2,179"
,Not an EOPS/CARE participant,,"29,271"
LA Harbor Total,,,"13,608"
,EOPS and CARE participant,,60
,EOPS participant,,410
,Not an EOPS/CARE participant,,"13,138"
LA ITV Total,,,"1,252"
,Not an EOPS/CARE participant,,"1,252"
LA Mission Total,,,"15,198"
,EOPS and CARE participant,,41
,EOPS participant,,788
,Not an EOPS/CARE participant,,"14,369"
LA Pierce Total,,,"31,431"
,EOPS and CARE participant,,31
,EOPS participant,,"1,115"
,Not an EOPS/CARE participant,,"30,285"
LA Swest Total,,,"12,339"
,EOPS and CARE participant,,30
,EOPS participant,,672
,Not an EOPS/CARE participant,,"11,637"
LA Trade Total,,,"23,339"
,EOPS and CARE participant,,175
,EOPS participant,,"2,159"
,Not an EOPS/CARE participant,,"21,005"
LA Valley Total,,,"27,967"
,EOPS and CARE participant,,58
,EOPS participant,,"1,191"
,Not an EOPS/CARE participant,,"26,718"
Lake Tahoe Total,,,"5,927"
,EOPS and CARE participant,,9
,EOPS participant,,124
,Not an EOPS/CARE participant,,"5,794"
Laney Total,,,"18,885"
,EOPS and CARE participant,,121
,EOPS participant,,553
,Not an EOPS/CARE participant,,"18,211"
Las Positas Total,,,"11,873"
,EOPS and CARE participant,,15
,EOPS participant,,211
,Not an EOPS/CARE participant,,"11,647"
Lassen Total,,,"4,715"
,EOPS and CARE participant,,15
,EOPS participant,,209
,Not an EOPS/CARE participant,,"4,491"
Lemoore College Total,,,"5,790"
,EOPS and CARE participant,,22
,EOPS participant,,189
,Not an EOPS/CARE participant,,"5,579"
Long Beach Total,,,"33,767"
,EOPS and CARE participant,,120
,EOPS participant,,"1,575"
,Not an EOPS/CARE participant,,"32,072"
Los Medanos Total,,,"12,551"
,EOPS and CARE participant,,75
,EOPS participant,,472
,Not an EOPS/CARE participant,,"12,004"
Marin Total,,,"9,350"
,EOPS and CARE participant,,28
,EOPS participant,,283
,Not an EOPS/CARE participant,,"9,039"
Mendocino Total,,,"6,519"
,EOPS and CARE participant,,16
,EOPS participant,,271
,Not an EOPS/CARE participant,,"6,232"
Merced Total,,,"14,694"
,EOPS and CARE participant,,92
,EOPS participant,,950
,Not an EOPS/CARE participant,,"13,652"
Merritt Total,,,"10,495"
,EOPS and CARE participant,,73
,EOPS participant,,486
,Not an EOPS/CARE participant,,"9,936"
MiraCosta Total,,,"23,613"
,EOPS and CARE participant,,58
,EOPS participant,,557
,Not an EOPS/CARE participant,,"22,998"
Mission Total,,,"14,584"
,EOPS and CARE participant,,22
,EOPS participant,,350
,Not an EOPS/CARE participant,,"14,212"
Modesto Total,,,"24,535"
,EOPS and CARE participant,,55
,EOPS participant,,935
,Not an EOPS/CARE participant,,"23,545"
Monterey Total,,,"14,729"
,EOPS and CARE participant,,61
,EOPS participant,,432
,Not an EOPS/CARE participant,,"14,236"
Moorpark Total,,,"18,774"
,EOPS and CARE participant,,22
,EOPS participant,,448
,Not an EOPS/CARE participant,,"18,304"
Moreno Valley Total,,,"12,937"
,EOPS and CARE participant,,34
,EOPS participant,,355
,Not an EOPS/CARE participant,,"12,548"
Mt San Antonio Total,,,"58,153"
,EOPS and CARE participant,,80
,EOPS participant,,853
,Not an EOPS/CARE participant,,"57,220"
Mt. San Jacinto Total,,,"21,458"
,EOPS and CARE participant,,67
,EOPS participant,,427
,Not an EOPS/CARE participant,,"20,964"
Napa Total,,,"9,506"
,EOPS and CARE participant,,19
,EOPS participant,,234
,Not an EOPS/CARE participant,,"9,253"
Norco Total,,,"13,111"
,EOPS and CARE participant,,24
,EOPS participant,,305
,Not an EOPS/CARE participant,,"12,782"
North Orange Continuing Education Total,,,"25,711"
,Not an EOPS/CARE participant,,"25,711"
Ohlone Total,,,"17,161"
,EOPS and CARE participant,,23
,EOPS participant,,203
,Not an EOPS/CARE participant,,"16,935"
Orange Coast Total,,,"28,544"
,EOPS and CARE participant,,70
,EOPS participant,,"1,353"
,Not an EOPS/CARE participant,,"27,121"
Oxnard Total,,,"10,484"
,EOPS and CARE participant,,97
,EOPS participant,,817
,Not an EOPS/CARE participant,,"9,570"
Palo Verde Total,,,"5,632"
,EOPS and CARE participant,,21
,EOPS participant,,449
,Not an EOPS/CARE participant,,"5,162"
Palomar Total,,,"37,485"
,EOPS and CARE participant,,35
,EOPS participant,,852
,Not an EOPS/CARE participant,,"36,598"
Pasadena Total,,,"41,171"
,EOPS and CARE participant,,23
,EOPS participant,,807
,Not an EOPS/CARE participant,,"40,341"
Porterville Total,,,"5,073"
,EOPS and CARE participant,,36
,EOPS participant,,464
,Not an EOPS/CARE participant,,"4,573"
Redwoods Total,,,"7,044"
,EOPS and CARE participant,,48
,EOPS participant,,893
,Not an EOPS/CARE participant,,"6,103"
Reedley College Total,,,"20,757"
,EOPS and CARE participant,,31
,EOPS participant,,654
,Not an EOPS/CARE participant,,"20,072"
Rio Hondo Total,,,"27,906"
,EOPS and CARE participant,,85
,EOPS participant,,991
,Not an EOPS/CARE participant,,"26,830"
Riverside Total,,,"26,924"
,EOPS and CARE participant,,57
,EOPS participant,,501
,Not an EOPS/CARE participant,,"26,366"
Sacramento City Total,,,"33,307"
,EOPS and CARE participant,,73
,EOPS participant,,"1,088"
,Not an EOPS/CARE participant,,"32,146"
Saddleback Total,,,"37,087"
,EOPS and CARE participant,,17
,EOPS participant,,366
,Not an EOPS/CARE participant,,"36,704"
San Bernardino Total,,,"17,145"
,EOPS and CARE participant,,47
,EOPS participant,,784
,Not an EOPS/CARE participant,,"16,314"
San Diego City Total,,,"24,072"
,EOPS and CARE participant,,66
,EOPS participant,,"1,357"
,Not an EOPS/CARE participant,,"22,649"
San Diego College of Continuing Ed Total,,,"36,073"
,Not an EOPS/CARE participant,,"36,073"
San Diego Mesa Total,,,"34,372"
,EOPS and CARE participant,,27
,EOPS participant,,614
,Not an EOPS/CARE participant,,"33,731"
San Diego Miramar Total,,,"19,156"
,EOPS and CARE participant,,23
,EOPS participant,,439
,Not an EOPS/CARE participant,,"18,694"
San Francisco Total,,,"36,241"
,EOPS and CARE participant,,68
,EOPS participant,,"1,038"
,Not an EOPS/CARE participant,,"35,135"
San Francisco Ctrs Total,,,"33,009"
,Not an EOPS/CARE participant,,"33,009"
San Joaquin Delta Total,,,"24,201"
,EOPS and CARE participant,,117
,EOPS participant,,969
,Not an EOPS/CARE participant,,"23,115"
San Jose City Total,,,"12,912"
,EOPS and CARE participant,,49
,EOPS participant,,636
,Not an EOPS/CARE participant,,"12,227"
San Mateo Total,,,"13,895"
,EOPS and CARE participant,,7
,EOPS participant,,362
,Not an EOPS/CARE participant,,"13,526"
Santa Ana Total,,,"62,541"
,EOPS and CARE participant,,35
,EOPS participant,,"1,192"
,Not an EOPS/CARE participant,,"61,314"
Santa Barbara Total,,,"26,506"
,EOPS and CARE participant,,28
,EOPS participant,,"1,225"
,Not an EOPS/CARE participant,,"25,253"
Santa Barbara Cont Total,,,"4,558"
,Not an EOPS/CARE participant,,"4,558"
Santa Monica Total,,,"45,294"
,EOPS and CARE participant,,30
,EOPS participant,,882
,Not an EOPS/CARE participant,,"44,382"
Santa Rosa Total,,,"38,313"
,EOPS and CARE participant,,44
,EOPS participant,,581
,Not an EOPS/CARE participant,,"37,688"
Santiago Canyon Total,,,"26,766"
,EOPS and CARE participant,,16
,EOPS participant,,316
,Not an EOPS/CARE participant,,"26,434"
Sequoias Total,,,"14,783"
,EOPS and CARE participant,,108
,EOPS participant,,993
,Not an EOPS/CARE participant,,"13,682"
Shasta Total,,,"12,569"
,EOPS and CARE participant,,36
,EOPS participant,,711
,Not an EOPS/CARE participant,,"11,822"
Sierra Total,,,"25,172"
,EOPS and CARE participant,,70
,EOPS participant,,616
,Not an EOPS/CARE participant,,"24,486"
Siskiyous Total,,,"5,387"
,EOPS and CARE participant,,7
,EOPS participant,,276
,Not an EOPS/CARE participant,,"5,104"
Skyline Total,,,"16,093"
,EOPS and CARE participant,,36
,EOPS participant,,397
,Not an EOPS/CARE participant,,"15,660"
Solano Total,,,"14,405"
,EOPS and CARE participant,,21
,EOPS participant,,392
,Not an EOPS/CARE participant,,"13,992"
Southwestern Total,,,"26,820"
,EOPS and CARE participant,,92
,EOPS participant,,"1,907"
,Not an EOPS/CARE participant,,"24,821"
Taft Total,,,"9,677"
,EOPS and CARE participant,,16
,EOPS participant,,228
,Not an EOPS/CARE participant,,"9,433"
Ventura Total,,,"18,672"
,EOPS and CARE participant,,28
,EOPS participant,,717
,Not an EOPS/CARE participant,,"17,927"
Victor Valley Total,,,"16,315"
,EOPS and CARE participant,,161
,EOPS participant,,"1,156"
,Not an EOPS/CARE participant,,"14,998"
West LA Total,,,"14,930"
,EOPS and CARE participant,,33
,EOPS participant,,505
,Not an EOPS/CARE participant,,"14,392"
West Valley Total,,,"15,421"
,EOPS and CARE participant,,16
,EOPS participant,,258
,Not an EOPS/CARE participant,,"15,147"
Woodland Total,,,"3,985"
,EOPS and CARE participant,,21
,EOPS participant,,181
,Not an EOPS/CARE participant,,"3,783"
Yuba Total,,,"9,729"
,EOPS and CARE participant,,67
,EOPS participant,,727
,Not an EOPS/CARE participant,,"8,935"
