,EOPS participant,,275
,Not an EOPS/CARE participant,,"11,869"
Glendale Total,,,"28,411"
,EOPS and CARE participant,,28
,EOPS participant,,"1,738"
,Not an EOPS/CARE participant,,"26,645"
Golden West Total,,,"17,860"
,EOPS and CARE participant,,37
,EOPS participant,,965
,Not an EOPS/CARE participant,,"16,858"
Grossmont Total,,,"25,882"
,EOPS and CARE participant,,92
,EOPS participant,,869
,Not an EOPS/CARE participant,,"24,921"
Hartnell Total,,,"13,926"
,EOPS and CARE participant,,115
,EOPS participant,,465
,Not an EOPS/CARE participant,,"13,346"
Imperial Total,,,"10,188"
,EOPS and CARE participant,,168
,EOPS participant,,"1,071"
,Not an EOPS/CARE participant,,"8,949"
Irvine Total,,,"22,475"
,EOPS and CARE participant,,54
,EOPS participant,,463
,Not an EOPS/CARE participant,,"21,958"
LA City Total,,,"33,856"
,EOPS and CARE participant,,73
,EOPS participant,,"2,460"
,Not an EOPS/CARE participant,,"31,323"
LA Harbor Total,,,"14,320"
,EOPS and CARE participant,,92
,EOPS participant,,511
,Not an EOPS/CARE participant,,"13,717"
LA ITV Total,,,"2,272"
,Not an EOPS/CARE participant,,"2,272"
LA Mission Total,,,"14,381"
,EOPS and CARE participant,,45
,EOPS participant,,581
,Not an EOPS/CARE participant,,"13,755"
LA Pierce Total,,,"29,527"
,EOPS and CARE participant,,24
,EOPS participant,,759
,Not an EOPS/CARE participant,,"28,744"
LA Swest Total,,,"12,465"
,EOPS and CARE participant,,36
,EOPS participant,,509
,Not an EOPS/CARE participant,,"11,920"
LA Trade Total,,,"25,510"
,EOPS and CARE participant,,74
,EOPS participant,,"1,749"
,Not an EOPS/CARE participant,,"23,687"
LA Valley Total,,,"27,126"
,EOPS and CARE participant,,76
,EOPS participant,,"1,113"
,Not an EOPS/CARE participant,,"25,937"
Lake Tahoe Total,,,"5,937"
,EOPS and CARE participant,,13
,EOPS participant,,104
,Not an EOPS/CARE participant,,"5,820"
Laney Total,,,"21,269"
,EOPS and CARE participant,,196
,EOPS participant,,564
,Not an EOPS/CARE participant,,"20,509"
Las Positas Total,,,"11,531"
,EOPS and CARE participant,,24
,EOPS participant,,119
,Not an EOPS/CARE participant,,"11,388"
Lassen Total,,,"5,074"
,EOPS and CARE participant,,15
,EOPS participant,,207
,Not an EOPS/CARE participant,,"4,852"
Lemoore College Total,,,"6,186"
,EOPS and CARE participant,,8
,EOPS participant,,133
,Not an EOPS/CARE participant,,"6,045"
Long Beach Total,,,"33,999"
,EOPS and CARE participant,,131
,EOPS participant,,"1,060"
,Not an EOPS/CARE participant,,"32,808"
Los Medanos Total,,,"13,521"
,EOPS and CARE participant,,72
,EOPS participant,,491
,Not an EOPS/CARE participant,,"12,958"
Marin Total,,,"11,824"
,EOPS and CARE participant,,38
,EOPS participant,,326
,Not an EOPS/CARE participant,,"11,460"
Mendocino Total,,,"6,056"
,EOPS and CARE participant,,16
,EOPS participant,,224
,Not an EOPS/CARE participant,,"5,816"
Merced Total,,,"15,872"
,EOPS and CARE participant,,104
,EOPS participant,,941
,Not an EOPS/CARE participant,,"14,827"
Merritt Total,,,"10,940"
,EOPS and CARE participant,,70
,EOPS participant,,414
,Not an EOPS/CARE participant,,"10,456"
MiraCosta Total,,,"24,363"
,EOPS and CARE participant,,40
,EOPS participant,,532
,Not an EOPS/CARE participant,,"23,791"
Mission Total,,,"16,610"
,EOPS and CARE participant,,39
,EOPS participant,,320
,Not an EOPS/CARE participant,,"16,251"
Modesto Total,,,"23,913"
,EOPS and CARE participant,,71
,EOPS participant,,995
,Not an EOPS/CARE participant,,"22,847"
Monterey Total,,,"20,153"
,EOPS and CARE participant,,73
,EOPS participant,,345
,Not an EOPS/CARE participant,,"19,735"
Moorpark Total,,,"20,873"
,EOPS and CARE participant,,17
,EOPS participant,,289
,Not an EOPS/CARE participant,,"20,567"
Moreno Valley Total,,,"16,042"
,EOPS and CARE participant,,28
,EOPS participant,,401
,Not an EOPS/CARE participant,,"15,613"
Mt San Antonio Total,,,"53,764"
,EOPS and CARE participant,,102
,EOPS participant,,723
,Not an EOPS/CARE participant,,"52,939"
Mt. San Jacinto Total,,,"20,791"
,EOPS and CARE participant,,78
,EOPS participant,,398
,Not an EOPS/CARE participant,,"20,315"
Napa Total,,,"9,814"
,EOPS and CARE participant,,34
,EOPS participant,,144
,Not an EOPS/CARE participant,,"9,636"
Norco Total,,,"13,444"
,EOPS and CARE participant,,22
,EOPS participant,,299
,Not an EOPS/CARE participant,,"13,123"
North Orange Continuing Education Total,,,"24,605"
,Not an EOPS/CARE participant,,"24,605"
Ohlone Total,,,"15,692"
,EOPS and CARE participant,,23
,EOPS participant,,172
,Not an EOPS/CARE participant,,"15,497"
Orange Coast Total,,,"29,535"
,EOPS and CARE participant,,81
,EOPS participant,,"1,092"
,Not an EOPS/CARE participant,,"28,362"
Oxnard Total,,,"10,080"
,EOPS and CARE participant,,136
,EOPS participant,,725
,Not an EOPS/CARE participant,,"9,219"
Palo Verde Total,,,"4,380"
,EOPS and CARE participant,,30
,EOPS participant,,380
,Not an EOPS/CARE participant,,"3,970"
Palomar Total,,,"38,486"
,EOPS and CARE participant,,46
,EOPS participant,,847
,Not an EOPS/CARE participant,,"37,593"
Pasadena Total,,,"37,624"
,EOPS and CARE participant,,30
,EOPS participant,,752
,Not an EOPS/CARE participant,,"36,842"
Porterville Total,,,"6,239"
,EOPS and CARE participant,,78
,EOPS participant,,425
,Not an EOPS/CARE participant,,"5,736"
Redwoods Total,,,"8,488"
,EOPS and CARE participant,,81
,EOPS participant,,814
,Not an EOPS/CARE participant,,"7,593"
Reedley College Total,,,"19,600"
,EOPS and CARE participant,,28
,EOPS participant,,577
,Not an EOPS/CARE participant,,"18,995"
Rio Hondo Total,,,"30,594"
,EOPS and CARE participant,,93
,EOPS participant,,741
,Not an EOPS/CARE participant,,"29,760"
Riverside Total,,,"27,349"
,EOPS and CARE participant,,59
,EOPS participant,,478
,Not an EOPS/CARE participant,,"26,812"
Sacramento City Total,,,"35,812"
,EOPS and CARE participant,,104
,EOPS participant,,853
,Not an EOPS/CARE participant,,"34,855"
Saddleback Total,,,"39,935"
,EOPS and CARE participant,,25
,EOPS participant,,444
,Not an EOPS/CARE participant,,"39,466"
San Bernardino Total,,,"16,697"
,EOPS and CARE participant,,65
,EOPS participant,,539
,Not an EOPS/CARE participant,,"16,093"
San Diego City Total,,,"23,530"
,EOPS and CARE participant,,47
,EOPS participant,,724
,Not an EOPS/CARE participant,,"22,759"
San Diego College of Continuing Ed Total,,,"38,754"
,Not an EOPS/CARE participant,,"38,754"
San Diego Mesa Total,,,"34,025"
,EOPS and CARE participant,,35
,EOPS participant,,675
,Not an EOPS/CARE participant,,"33,315"
San Diego Miramar Total,,,"19,063"
,EOPS and CARE participant,,30
,EOPS participant,,420
,Not an EOPS/CARE participant,,"18,613"
San Francisco Total,,,"48,438"
,EOPS and CARE participant,,41
,EOPS participant,,856
,Not an EOPS/CARE participant,,"47,541"
San Francisco Ctrs Total,,,"42,591"
,Not an EOPS/CARE participant,,"42,591"
San Joaquin Delta Total,,,"25,614"
,EOPS and CARE participant,,178
,EOPS participant,,847
,Not an EOPS/CARE participant,,"24,589"
San Jose City Total,,,"15,255"
,EOPS and CARE participant,,64
,EOPS participant,,693
,Not an EOPS/CARE participant,,"14,498"
San Mateo Total,,,"15,403"
,EOPS and CARE participant,,11
,EOPS participant,,361
,Not an EOPS/CARE participant,,"15,031"
Santa Ana Total,,,"71,291"
,EOPS and CARE participant,,58
,EOPS participant,,"1,076"
,Not an EOPS/CARE participant,,"70,157"
Santa Barbara Total,,,"27,276"
,EOPS and CARE participant,,81
,EOPS participant,,"1,466"
,Not an EOPS/CARE participant,,"25,729"
Santa Barbara Cont Total,,,"13,742"
,Not an EOPS/CARE participant,,"13,742"
Santa Monica Total,,,"46,003"
,EOPS and CARE participant,,31
,EOPS participant,,821
,Not an EOPS/CARE participant,,"45,151"
Santa Rosa Total,,,"38,913"
,EOPS and CARE participant,,40
,EOPS participant,,492
,Not an EOPS/CARE participant,,"38,381"
Santiago Canyon Total,,,"34,912"
,EOPS and CARE participant,,15
,EOPS participant,,286
,Not an EOPS/CARE participant,,"34,611"
Sequoias Total,,,"15,575"
,EOPS and CARE participant,,135
,EOPS participant,,932
,Not an EOPS/CARE participant,,"14,508"
Shasta Total,,,"12,880"
,EOPS and CARE participant,,41
,EOPS participant,,716
,Not an EOPS/CARE participant,,"12,123"
Sierra Total,,,"25,300"
,EOPS and CARE participant,,79
,EOPS participant,,527
,Not an EOPS/CARE participant,,"24,694"
Siskiyous Total,,,"3,922"
,EOPS and CARE participant,,26
,EOPS participant,,318
,Not an EOPS/CARE participant,,"3,578"
Skyline Total,,,"16,312"
,EOPS and CARE participant,,53
,EOPS participant,,325
,Not an EOPS/CARE participant,,"15,934"
Solano Total,,,"16,175"
,EOPS and CARE participant,,29
,EOPS participant,,252
,Not an EOPS/CARE participant,,"15,894"
Southwestern Total,,,"30,854"
,EOPS and CARE participant,,97
,EOPS participant,,"1,771"
,Not an EOPS/CARE participant,,"28,986"
Taft Total,,,"12,083"
,EOPS and CARE participant,,11
,EOPS participant,,211
,Not an EOPS/CARE participant,,"11,861"
Ventura Total,,,"20,397"
,EOPS and CARE participant,,41
,EOPS participant,,629
,Not an EOPS/CARE participant,,"19,727"
Victor Valley Total,,,"17,475"
,EOPS and CARE participant,,110
,EOPS participant,,"1,152"
,Not an EOPS/CARE participant,,"16,213"
West LA Total,,,"14,513"
,EOPS and CARE participant,,39
,EOPS participant,,514
,Not an EOPS/CARE participant,,"13,960"
West Valley Total,,,"19,954"
,EOPS and CARE participant,,23
,EOPS participant,,288
,Not an EOPS/CARE participant,,"19,643"
Woodland Total,,,"4,090"
,EOPS and CARE participant,,31
,EOPS participant,,160
,Not an EOPS/CARE participant,,"3,899"
Yuba Total,,,"10,241"
,EOPS and CARE participant,,68
,EOPS participant,,610
,Not an EOPS/CARE participant,,"9,563"
