,EOPS and CARE participant,,15
,EOPS participant,,394
,Not an EOPS/CARE participant,,"14,706"
Columbia Total,,,"2,854"
,EOPS and CARE participant,,6
,EOPS participant,,185
,Not an EOPS/CARE participant,,"2,663"
Compton Total,,,"6,424"
,EOPS and CARE participant,,42
,EOPS participant,,339
,Not an EOPS/CARE participant,,"6,043"
Contra Costa Total,,,"9,168"
,EOPS and CARE participant,,18
,EOPS participant,,646
,Not an EOPS/CARE participant,,"8,504"
Copper Mountain College Total,,,"2,340"
,EOPS and CARE participant,,17
,EOPS participant,,138
,Not an EOPS/CARE participant,,"2,185"
Cosumnes River Total,,,"20,417"
,EOPS and CARE participant,,19
,EOPS participant,,660
,Not an EOPS/CARE participant,,"19,738"
Crafton Hills Total,,,"7,990"
,EOPS and CARE participant,,16
,EOPS participant,,373
,Not an EOPS/CARE participant,,"7,601"
Cuesta Total,,,"13,684"
,EOPS and CARE participant,,39
,EOPS participant,,235
,Not an EOPS/CARE participant,,"13,410"
Cuyamaca Total,,,"12,155"
,EOPS and CARE participant,,16
,EOPS participant,,669
,Not an EOPS/CARE participant,,"11,470"
Cypress Total,,,"19,973"
,EOPS and CARE participant,,39
,EOPS participant,,993
,Not an EOPS/CARE participant,,"18,941"
Deanza Total,,,"27,309"
,EOPS and CARE participant,,6
,EOPS participant,,743
,Not an EOPS/CARE participant,,"26,560"
Desert Total,,,"13,136"
,EOPS and CARE participant,,27
,EOPS participant,,441
,Not an EOPS/CARE participant,,"12,668"
Diablo Valley Total,,,"26,844"
,EOPS and CARE participant,,38
,EOPS participant,,691
,Not an EOPS/CARE participant,,"26,115"
East LA Total,,,"51,078"
,EOPS and CARE participant,,44
,EOPS participant,,"1,354"
,Not an EOPS/CARE participant,,"49,680"
El Camino Total,,,"29,183"
,EOPS and CARE participant,,95
,EOPS participant,,"1,448"
,Not an EOPS/CARE participant,,"27,640"
Evergreen Valley Total,,,"13,075"
,EOPS and CARE participant,,16
,EOPS participant,,370
,Not an EOPS/CARE participant,,"12,689"
Feather River Total,,,"2,503"
,EOPS and CARE participant,,2
,EOPS participant,,100
,Not an EOPS/CARE participant,,"2,401"
Folsom Lake Total,,,"13,216"
,EOPS and CARE participant,,28
,EOPS participant,,302
,Not an EOPS/CARE participant,,"12,886"
Foothill Total,,,"26,404"
,EOPS and CARE participant,,7
,EOPS participant,,257
,Not an EOPS/CARE participant,,"26,140"
Fresno City Total,,,"33,774"
,EOPS and CARE participant,,119
,EOPS participant,,"2,113"
,Not an EOPS/CARE participant,,"31,542"
Fullerton Total,,,"29,322"
,EOPS and CARE participant,,43
,EOPS participant,,"1,287"
,Not an EOPS/CARE participant,,"27,992"
Gavilan Total,,,"7,340"
,EOPS and CARE participant,,27
,EOPS participant,,430
,Not an EOPS/CARE participant,,"6,883"
Glendale Total,,,"21,025"
,EOPS and CARE participant,,32
,EOPS participant,,"1,880"
,Not an EOPS/CARE participant,,"19,113"
Golden West Total,,,"17,184"
,EOPS and CARE participant,,12
,EOPS participant,,627
,Not an EOPS/CARE participant,,"16,545"
Grossmont Total,,,"19,333"
,EOPS and CARE participant,,41
,EOPS participant,,712
,Not an EOPS/CARE participant,,"18,580"
Hartnell Total,,,"12,022"
,EOPS and CARE participant,,25
,EOPS participant,,621
,Not an EOPS/CARE participant,,"11,376"
Imperial Total,,,"10,007"
,EOPS and CARE participant,,169
,EOPS participant,,"1,511"
,Not an EOPS/CARE participant,,"8,327"
Irvine Total,,,"20,070"
,EOPS and CARE participant,,11
,EOPS participant,,704
,Not an EOPS/CARE participant,,"19,355"
LA City Total,,,"26,663"
,EOPS and CARE participant,,40
,EOPS participant,,"2,013"
,Not an EOPS/CARE participant,,"24,610"
LA Harbor Total,,,"11,880"
,EOPS and CARE participant,,46
,EOPS participant,,566
,Not an EOPS/CARE participant,,"11,268"
LA Mission Total,,,"15,162"
,EOPS and CARE participant,,24
,EOPS participant,,642
,Not an EOPS/CARE participant,,"14,496"
LA Pierce Total,,,"26,460"
,EOPS and CARE participant,,19
,EOPS participant,,942
,Not an EOPS/CARE participant,,"25,499"
LA Swest Total,,,"9,617"
,EOPS and CARE participant,,14
,EOPS participant,,260
,Not an EOPS/CARE participant,,"9,343"
LA Trade Total,,,"19,760"
,EOPS and CARE participant,,72
,EOPS participant,,832
,Not an EOPS/CARE participant,,"18,856"
LA Valley Total,,,"24,593"
,EOPS and CARE participant,,29
,EOPS participant,,915
,Not an EOPS/CARE participant,,"23,649"
Lake Tahoe Total,,,"5,931"
,EOPS and CARE participant,,4
,EOPS participant,,92
,Not an EOPS/CARE participant,,"5,835"
Laney Total,,,"15,666"
,EOPS and CARE participant,,33
,EOPS participant,,596
,Not an EOPS/CARE participant,,"15,037"
Las Positas Total,,,"11,004"
,EOPS and CARE participant,,10
,EOPS participant,,299
,Not an EOPS/CARE participant,,"10,695"
Lassen Total,,,"2,734"
,EOPS and CARE participant,,7
,EOPS participant,,156
,Not an EOPS/CARE participant,,"2,571"
Lemoore College Total,,,"6,153"
,EOPS and CARE participant,,36
,EOPS participant,,377
,Not an EOPS/CARE participant,,"5,740"
Long Beach Total,,,"34,542"
,EOPS and CARE participant,,72
,EOPS participant,,"1,442"
,Not an EOPS/CARE participant,,"33,028"
Los Medanos Total,,,"11,650"
,EOPS and CARE participant,,17
,EOPS participant,,618
,Not an EOPS/CARE participant,,"11,015"
Madera Total,,,"6,613"
,EOPS and CARE participant,,22
,EOPS participant,,248
,Not an EOPS/CARE participant,,"6,343"
Marin Total,,,"6,726"
,EOPS and CARE participant,,19
,EOPS participant,,284
,Not an EOPS/CARE participant,,"6,423"
Mendocino Total,,,"4,468"
,EOPS and CARE participant,,11
,EOPS participant,,426
,Not an EOPS/CARE participant,,"4,031"
Merced Total,,,"13,325"
,EOPS and CARE participant,,89
,EOPS participant,,927
,Not an EOPS/CARE participant,,"12,309"
Merritt Total,,,"11,128"
,EOPS and CARE participant,,16
,EOPS participant,,305
,Not an EOPS/CARE participant,,"10,807"
MiraCosta Total,,,"15,868"
,EOPS and CARE participant,,29
,EOPS participant,,527
,Not an EOPS/CARE participant,,"15,312"
Mission Total,,,"10,499"
,EOPS and CARE participant,,7
,EOPS participant,,370
,Not an EOPS/CARE participant,,"10,122"
Modesto Total,,,"20,468"
,EOPS and CARE participant,,57
,EOPS participant,,"1,138"
,Not an EOPS/CARE participant,,"19,273"
Monterey Total,,,"10,115"
,EOPS and CARE participant,,23
,EOPS participant,,520
,Not an EOPS/CARE participant,,"9,572"
Moorpark Total,,,"20,043"
,EOPS and CARE participant,,21
,EOPS participant,,413
,Not an EOPS/CARE participant,,"19,609"
Moreno Valley Total,,,"13,599"
,EOPS and CARE participant,,30
,EOPS participant,,587
,Not an EOPS/CARE participant,,"12,982"
Mt San Antonio Total,,,"42,689"
,EOPS and CARE participant,,86
,EOPS participant,,"1,316"
,Not an EOPS/CARE participant,,"41,287"
Mt. San Jacinto Total,,,"18,861"
,EOPS and CARE participant,,32
,EOPS participant,,383
,Not an EOPS/CARE participant,,"18,446"
Napa Total,,,"6,556"
,EOPS and CARE participant,,12
,EOPS participant,,257
,Not an EOPS/CARE participant,,"6,287"
Norco Total,,,"14,431"
,EOPS and CARE participant,,17
,EOPS participant,,346
,Not an EOPS/CARE participant,,"14,068"
North Orange Continuing Education Total,,,760
,Not an EOPS/CARE participant,,760
Ohlone Total,,,"17,364"
,EOPS and CARE participant,,7
,EOPS participant,,287
,Not an EOPS/CARE participant,,"17,070"
Orange Coast Total,,,"24,465"
,EOPS and CARE participant,,28
,EOPS participant,,"1,164"
,Not an EOPS/CARE participant,,"23,273"
Oxnard Total,,,"9,880"
,EOPS and CARE participant,,52
,EOPS participant,,653
,Not an EOPS/CARE participant,,"9,175"
Palo Verde Total,,,"4,746"
,EOPS and CARE participant,,8
,EOPS participant,,619
,Not an EOPS/CARE participant,,"4,119"
Palomar Total,,,"27,061"
,EOPS and CARE participant,,24
,EOPS participant,,602
,Not an EOPS/CARE participant,,"26,435"
Pasadena Total,,,"33,246"
,EOPS and CARE participant,,22
,EOPS participant,,877
,Not an EOPS/CARE participant,,"32,347"
Porterville Total,,,"5,227"
,EOPS and CARE participant,,39
,EOPS participant,,558
,Not an EOPS/CARE participant,,"4,630"
Redwoods Total,,,"5,170"
,EOPS and CARE participant,,22
,EOPS participant,,483
,Not an EOPS/CARE participant,,"4,665"
Reedley College Total,,,"12,742"
,EOPS and CARE participant,,21
,EOPS participant,,681
,Not an EOPS/CARE participant,,"12,040"
Rio Hondo Total,,,"24,015"
,EOPS and CARE participant,,50
,EOPS participant,,"1,150"
,Not an EOPS/CARE participant,,"22,815"
Riverside Total,,,"27,634"
,EOPS and CARE participant,,69
,EOPS participant,,"1,254"
,Not an EOPS/CARE participant,,"26,311"
Sacramento City Total,,,"27,779"
,EOPS and CARE participant,,47
,EOPS participant,,975
,Not an EOPS/CARE participant,,"26,757"
Saddleback Total,,,"32,473"
,EOPS and CARE participant,,13
,EOPS participant,,490
,Not an EOPS/CARE participant,,"31,970"
San Bernardino Total,,,"14,871"
,EOPS and CARE participant,,39
,EOPS participant,,589
,Not an EOPS/CARE participant,,"14,243"
San Diego City Total,,,"20,209"
,EOPS and CARE participant,,31
,EOPS participant,,"1,022"
,Not an EOPS/CARE participant,,"19,156"
San Diego College of Continuing Ed Total,,,"16,725"
,Not an EOPS/CARE participant,,"16,725"
San Diego Mesa Total,,,"27,222"
,EOPS and CARE participant,,19
,EOPS participant,,762
,Not an EOPS/CARE participant,,"26,441"
San Diego Miramar Total,,,"19,566"
,EOPS and CARE participant,,9
,EOPS participant,,494
,Not an EOPS/CARE participant,,"19,063"
San Francisco Total,,,"30,456"
,EOPS and CARE participant,,12
,EOPS participant,,"1,184"
,Not an EOPS/CARE participant,,"29,260"
San Joaquin Delta Total,,,"25,590"
,EOPS and CARE participant,,91
,EOPS participant,,"1,178"
,Not an EOPS/CARE participant,,"24,321"
San Jose City Total,,,"12,479"
,EOPS and CARE participant,,8
,EOPS participant,,712
,Not an EOPS/CARE participant,,"11,759"
San Mateo Total,,,"13,093"
,EOPS and CARE participant,,5
,EOPS participant,,356
,Not an EOPS/CARE participant,,"12,732"
Santa Ana Total,,,"40,615"
,EOPS and CARE participant,,28
,EOPS participant,,909
,Not an EOPS/CARE participant,,"39,678"
Santa Barbara Total,,,"20,490"
,EOPS and CARE participant,,16
,EOPS participant,,844
,Not an EOPS/CARE participant,,"19,630"
Santa Monica Total,,,"38,406"
,EOPS and CARE participant,,1
,EOPS participant,,571
,Not an EOPS/CARE participant,,"37,834"
Santa Rosa Total,,,"28,689"
,EOPS and CARE participant,,18
,EOPS participant,,723
,Not an EOPS/CARE participant,,"27,948"
Santiago Canyon Total,,,"23,929"
,EOPS and CARE participant,,11
,EOPS participant,,281
,Not an EOPS/CARE participant,,"23,637"
Sequoias Total,,,"15,959"
,EOPS and CARE participant,,53
,EOPS participant,,"1,177"
,Not an EOPS/CARE participant,,"14,729"
Shasta Total,,,"10,768"
,EOPS and CARE participant,,40
,EOPS participant,,815
,Not an EOPS/CARE participant,,"9,913"
Sierra Total,,,"21,780"
,EOPS and CARE participant,,39
,EOPS participant,,732
,Not an EOPS/CARE participant,,"21,009"
Siskiyous Total,,,"2,714"
,EOPS and CARE participant,,3
,EOPS participant,,143
,Not an EOPS/CARE participant,,"2,568"
Skyline Total,,,"15,983"
,EOPS and CARE participant,,6
,EOPS participant,,197
,Not an EOPS/CARE participant,,"15,780"
Solano Total,,,"12,060"
,EOPS and CARE participant,,17
,EOPS participant,,201
,Not an EOPS/CARE participant,,"11,842"
Southwestern Total,,,"25,016"
,EOPS and CARE participant,,55
,EOPS participant,,"2,077"
,Not an EOPS/CARE participant,,"22,884"
Taft Total,,,"5,636"
,EOPS and CARE participant,,8
,EOPS participant,,242
,Not an EOPS/CARE participant,,"5,386"
Ventura Total,,,"16,571"
,EOPS and CARE participant,,13
,EOPS participant,,465
,Not an EOPS/CARE participant,,"16,093"
Victor Valley Total,,,"13,879"
,EOPS and CARE participant,,41
,EOPS participant,,"1,094"
,Not an EOPS/CARE participant,,"12,744"
West LA Total,,,"20,171"
,EOPS and CARE participant,,29
,EOPS participant,,630
,Not an EOPS/CARE participant,,"19,512"
West Valley Total,,,"12,148"
,EOPS and CARE participant,,7
,EOPS participant,,361
,Not an EOPS/CARE participant,,"11,780"
Woodland Total,,,"5,940"
,EOPS and CARE participant,,18
,EOPS participant,,415
,Not an EOPS/CARE participant,,"5,507"
Yuba Total,,,"8,127"
,EOPS and CARE participant,,35
,EOPS participant,,592
,Not an EOPS/CARE participant,,"7,500"
